부스번호,업체명,특별관,카테고리,id,company_name_eng,homepage,company_description,products,products_description,category
B1112,"(주)강원심층수
",,일반식품,178,GangWon Deep Sea Water,https://gwdeepseawater.co.kr/,"(주)강원심층수는 대한민국 강원도 동해 해역의 605m 청정 해양심층수를 활용하여 건강한 식음료 및 생활제품을 개발·제조하는 전문기업입니다. 국내 최초의 해양심층수 취수·제조 통합시설을 갖추고 있으며, 먹는해양심층수, 김치, 소금, 화장품 등 다양한 제품을 생산하고 있습니다.",천년동안,"605m 해양심층수로 만든 먹는해양심층수
청정한 동해 심층수의 미네랄 밸런스를 그대로 담아낸
프리미엄 기능성 생수, ‘천년동안 먹는해양심층수’는
수분 보충은 물론, 건강한 라이프스타일을 위한 최적의 선택입니다.","음료 (커피, 차, 주스, 탄산음료, 에너지 드링크, 이온음료 외)"
B1113,주식회사 설운,,일반식품,149,"Seolwoon Corporation, Inc",https://www.coupang.com/vp/products/8720064300?itemId=25329162122&vendorItemId=92323990617&src=1032001&spec=10305199&addtag=400&ctag=8720064300&lptag=I25329162122&itime=20250808153448&pageType=PRODUCT&pageValue=8720064300&wPcid=17539390516563710373389&wRef=cr.shopping.naver.com&wTime=20250808153448&redirect=landing&mcid=14b6401ca33d4872b1d2a335005df35e&n_keyword=&n_ad_group=&n_ad=&n_rank=&n_media=&n_keyword_id=&n_campaign_type=&n_query=,"대한민국 1% 소금과 얼음을 제조하는 글로벌 강원 대표기업으로 염전용 고무래 특허를 보유하고 있는 회사입니다.
해양심층수 소금의 다양한 제품화를 통해 염업사, 농협 하나로마트, CU편의점, 대형식자재마트등으로 납품을 하고 있습니다.
고품질 소금 생산으로 프리미엄 소금 산업 고부가가치를 실현하는 기업으로 성장중에 있습니다.",해양심층수 소금 솔트605 (250g/500g),"솔트605 해양심층수 소금은 바닷물 중에서도 수심 200M 이하의 깊은곳에서 채취한 해양심층수를 이용해 만든 소금입니다.
또한 해양심층수는 2º이하 차가운 온도와 깊은 수심으로 유기물이나 오염물질의 유입이 없어 청정성이 뛰어나며 미네랄과 영양염류가 풍부하다고 알려져 있습니다. 1.오염이 적은 꺠끗한 소금 2.균형있는 풍부한 미네랄 3.믿을수 있는 제조 공정 4.음식의 풍미를 살려줄 짠맛","식품원료/첨가물 (감미료, 기능성 원료, 영양 강화제, 향료 외)"
B1111,오호떡집,,일반식품,160,Ohoricecake,https://smartstore.naver.com/ohotteockzip, 오호떡집은 '한 가지 떡에 한 가지 재미를 담는다'는 브랜드 컨셉을 바탕으로 강원도 고성군을 대표하는 로컬브랜드로 성장하려고 목표하고 있습니다. 강원도 고성군의 해양심층수와 고성 오대멥쌀을 이용해 해동 후에도 굳지 않고 부드러운 떡피 제조 기술을 기반한 '알꿀떡' 브랜드를 만들고 있습니다.,오색알꿀떡,"고성군 해양심층수를 이용해 해동 후에도 부드러운 떡피제조 기술을 이용한 쫄깃한 알꿀떡. 다섯가지 색상의 비쥬얼에 한번 반하고, 다섯가지 각각의 꽉찬 크림에 두 번 반하는 재미를 주는 떡.","일반 가공식품 (캔/통조림, 가공육, 냉장/냉동식품, 건조식품 외)"
B5203,농업회사법인 름이네 주식회사,,일반식품,171,REUMENE,https://pinkgarlic.co.kr/,"(주)름이네는 막내딸 '바름'이 이름에서 시작된 기업입니다. '바르게 자라라'는 아빠의 마음처럼, ""우리 아이들도 안심하고 먹는 건강하고 바른 먹거리""를 만들겠다는 약속을 담고 있습니다. '름'은 마늘의 'ㅁ'과 'ㄹ'에서 착안해, '마늘은 맵고 아리다'는 편견을 깬 (주)름이네만의 마늘 발효 식품 이야기를 의미합니다. 름이네는 독자적인 마늘 발효 기술로 매운맛과 향의 한계를 극복하고 기능성을 유지하며, 건강하고 지속 가능한 식문화를 제시합니다. 또한 지역 농가와의 상생을 통해 농촌 경제 활성화에 기여하고 사회적 책임을 다합니다.",갈릭시크릿 Garlic Secret,"갈릭시크릿 소스는 100% 국내산 마늘을 진짜 비정제 사탕수수당(미네랄슈가)에 자연 발효시켜 만든 건강한 소스입니다. 발효 과정을 통해 마늘 특유의 아린 맛과 매운맛은 줄어들고, 은은하고 깊은 단맛과 풍부한 감칠맛이 살아납니다. 김치 양념, 나물 초무침, 마른반찬, 생선조림 양념, 육류 요리 등 다양한 한식에 설탕이나 올리고당 대신 활용할 수 있습니다. 갈릭시크릿 소스만으로도 충분한 단맛을 내고 마늘을 발효시켜 만들었기 때문에 음식의 감칠맛과 풍미를 더 해 주어 따로 조미료를 넣지 않아도 됩니다.
특히, 한국비건인증원의 공식 비건 인증을 획득해서 식물성 원료만을 사용하는 분들도 안심하고 드실 수 있습니다. 저희만의 독자적인 마늘 효소 발효 기술 덕분에 발효 후에도 마늘의 핵심 기능성 성분인 알리신과 총 폴리페놀이 그대로 살아있습니다. 무방부제, 무색소, 무첨가물 원칙을 지켜 오직 자연의 건강함만을 담아냈습니다.
'갈릭시크릿'은 2024년 세계여성발명대회에서 금상 및 농림축산식품부장관상을 수상했고, 한국일보 주최 2025년 상반기 대한민국 우수특허 大賞에도 선정되어 혁신적인 기술력과 뛰어난 품질을 증명했습니다. '내 손으로 만드는 건강한 집밥'이라는 저희 름이네의 철학 아래, 갈릭시크릿 소스는 단순한 조미료를 넘어 건강한 식생활을 위한 라이프스타일 제품으로 자리매김하고 있습니다. ","일반 가공식품 (캔/통조림, 가공육, 냉장/냉동식품, 건조식품 외)"
B3404,주식회사 이립,,일반식품,168,"eleap Co,. Ltd.",https://smore-ohgodmallow.com/,"
주식회사 이립(Eleap Co., Ltd.)은 2016년 설립된 과자 전문 생산 기업으로, 국내 최초의 스모어 기반 디저트 브랜드인 ‘S’MORE Ohgodmallow(스모어 오갓멜로)’를 개발·출시하여 건강하고 색다른 간식을 선보이고 있습니다.
이립은 향후 마시멜로 전문 종합 식품 기업으로의 도약을 목표로 하고 있으며, 현재 자사 대표 제품인 스모어 오갓멜로를 코스트코 코리아에 직거래 방식으로 납품하고 있습니다. 또한, 일본·대만·중국 코스트코 지사와의 직거래 유통을 를 진행 중입니다.
고객 만족을 최우선 가치로 삼는 이립은, 소비자들이 이전에 경험하지 못한 새로운 제품을 개발하고, 고객 한 분 한 분이 미소 지을 수 있는 '한 입의 행복' 을 제공하기 위해 최선을 다하고 있습니다.
",S'more Ohgodmallow Crispy,Roasted Marshmallow cracker. ,"간식/스낵류 (과자류, 칩, 견과류, 캔디류, 전통간식, 건조간식, 안주류 외)"
B3701,셈퍼로,,일반식품,157,SEMPERRO,https://litt.ly/makchangindex,"연탄직화 돼지막창&무뼈닭발, 소곱창전골을 직접 제조해 온라인 판매하고 있습니다.",막창지수%,"연탄직화 돼지막창 구이를 쉽고 간편하게 즐기실 수 있습니다.
막창지수 50% - 담백한 소금돼지막창구이 (순한맛)
막창지수 100% - 매콤달콤한 양념돼지막창구이 (기본맛)
막창지수 150% - 아주 매운 양념돼지막창구이 (매운맛)
","간편식품 (HMR/RMR, 밀키트, 즉석식품, 레토르트 외)"
B1116,"주식회사 프레시멘토
",,일반식품,154,"Freshmentor Co., Ltd.",https://www.santafarmer.com/,다양한 식품분야와 소비자의 연결을 통해 더 편리하고 맛있는 서비스를 만들어갑니다.,군고구마빠,"3번찌고 3번구워 촉촉하고 달콤한 오리지널 군고구마
상온보관으로 간편하게 먹을 수 있는 건강간식","수입 간편식품 (수입 HMR/RMR, 밀키트, 즉석식품, 레토르트 외)"
B5706,플러스알파트레이딩 주식회사,,일반식품,144,PLUS ALPHA TRADING,없음,"세계의 맛을 가장 안전하고 신선하게 전합니다.

",라이몬 프레쉬,"모히토 스타일 천연 스파클링 음료
라임, 레몬, 민트의 자연스러운 조합으로 만든 100% 천연 스파클링 음료입니다. 최소한의 가공으로 원재료 본연의 깨끗한 맛을 전달합니다.

핵심 포인트
• 100% 천연 성분: 라임·레몬·민트의 밸런스로 깔끔한 향·맛 구현
• 과즙 7~7.5%: 일반 탄산음료와 차별되는 깊고 풍부한 풍미
• 스위스 라이선스 제조: GreenMe AG의 기술/라이선스 기반으로 생산, 안정적 품질과 신뢰도 확보
• 가볍고 상쾌한 중탄산: 자극은 줄이고 청량감은 살린 부드러운 탄산감
• 무방부제·무인공첨가물: 인공 색소·향료 무첨가로 깔끔한 음용감
• 모히토 콘셉트: 전형적 레몬소다와 다른 ‘모히토 스타일’ 카테고리로 차별화

이 제품은 일상 음료로는 물론, 무알코올 모히토 스타일 믹서로도 잘 어울립니다. 깨끗한 첫맛과 산뜻한 여운을 즐겨보세요.

","음료 (커피, 차, 주스, 탄산음료, 에너지 드링크, 이온음료 외)"
A3201,한라식품,,일반식품,169,Halla Food Co.,https://hallafood.com/,"한라식품은 1999년에 설립하였으며, 국내 최초로 참치액(가다랑어 추출액)을 개발하여 생산해오고 있습니다. 대한민국 액상 조미료 시장의 명실상부한 선도기업이며, 꾸준히 고객의 사랑과 신뢰를 받는 기업으로 성장하고 있습니다. ",참치액,"훈연참치와 국내산 다시마, 무를 직접 추출해 배합한 액상소스로, 모든 원재료를 직접 가공, 생산하여 만든 참치액입니다. 요리의 간과 감칠맛을 한 번에 해결 가능한 소스입니다.","조미식품 (향신료, 분말/팩, 양념/소스, 페이스트, 오일, 식초 외)"
B2402,농업회사법인(주)도시농촌,,일반식품,153,Dosinong chon.lnc,www.hitome.com,"농업회사법인 (주) 도시농촌
사람과 환경을 생각하는 기업으로 방울토마토를 스마트팜 시설하우스에서 직접재배 
최상의 재료로 건강한 먹거리를 만드는 농업회사법인 입니다 
직접키운 원물로 첫 걸음부터 건강하고 안전하게  조금 느리지만 건강한 먹거리를 위해 노력하는 기업으로  건강을 생각하고 환경을 생각하는 
기업입니다 ",하이토미,"하이토미는 안녕토마토야! (hi-tomato)와 (tome) 나를위한음료의 뜻을 함께 가지고있는 건강 이온음료입니다 
방울토마토의 항산화효과와 해양심층수의 미네랄이 만나  수분보충및 일상생활에서 발생하는 활성산소를 제거에 도움을 주는 제로슈거 제로칼로리의 건강한음료로
자가사 직접키운 방울토마토를 원료로 100일간 저온숙성공법으로 만든 하이토미 
지구를 생각해 친환경 종이 패키징으로  환경까지 생각하는  기업입니다 . 나를위해 지구를 위해 하이토미","음료 (커피, 차, 주스, 탄산음료, 에너지 드링크, 이온음료 외)"
B4510,주식회사 심플플래닛,,일반식품,150,SIMPLE planet,https://balboakitchen.kr/,"발보아키친은 바쁜 일상 속에서도 맛있고 균형 잡힌 한 끼를 통해, ?웰니스 루틴을 실천할 수 있도록 돕는 고식이섬유 중심의 간편식 브랜드입니다.
우리는 건강한 식단에 대한 정보의 비대칭성과 불균형한 식생활로부터?비롯되는 문제를 함께 고민하며 온전히 나답게 살아가기 위한 루틴을 위한 실용적이고 정직한 식사를 제안합니다.
 
맛과 영양, 간편함을 모두 갖춘 균형 잡힌 한 끼로, 일상 속 나만의 웰니스를 찾아 떠나는 여정에 함께하겠습니다.",발보아 저당 크리스피 그래놀라바,"에어팝핑 공법으로 바삭한 식감을 극대화하고, 고단백 고식이섬유 포뮬러로 당 걱정없이 언제 어디서나 가볍게 즐길 수 있는 스낵입니다.","건강식품 (건강기능식품, 웰빙식품, 비건, 다이어트/이너뷰티 외)"
B6007,벨아벨바이오(주),,일반식품,131,Belabelbio Corporation,www.belabelbio.com,"벨아벨바이오는 국내 천연물 자원 기반 고기능성 바이오 소재를 효율적으로 발굴하여 조기 상용화하는 것을 목표로, AI 소재 선별부터 스마트팜 기반 원료 재배, 제품화까지 수직계열화된 시스템을 통해 기능성 원료 전과정의 사업을 영위합니다.",무설탕 자일리톨모어 캔디 선물세트 (수국 2EA + 오리지널 2EA),기능성 원료인 수국잎 열수추출물을 포함하여  관절 질환 개선 및 근육 염증 억제와 구강청량을 위한 무설탕 자일리톨 캔디,"간식/스낵류 (과자류, 칩, 견과류, 캔디류, 전통간식, 건조간식, 안주류 외)"
B4309,오성엔비테크엠앤비,,일반식품,81,OSUNG ENVI TECH M&B,https://oscompany.co.kr/,"안녕하세요 저희는 오성엔비테크엠앤비(브랜드면: STARS TRADERS)라는 회사로, 영국 식품을 수입 판매하고 있습니다. 
대표적인 상품으로 초콜릿(Charbonnel Walker), 소스류(STOKES), 과자류(REIDS, Joe&Sephj)를 판매 중에 있습니다. 
프리미엄 브랜드 상품으로 신세계백화점 강남점, 대구점, 파라다이스 인천 호텔 등에서 오프라인 판매를 하고 있으며, 
홈표핑, 온라인 판매도 하고 있습니다.  ",스톡스 소스(STOKES Sauce),영국 프리미엄 대표 소스 브랜드,"수입 일반 가공식품 (수입 캔/통조림, 가공육, 냉장/냉동식품, 건조식품 외)"
B4308,(농)베리라이스(주),,일반식품,75,"Berry Rice Agricultural Corporation Co., Ltd.",www.berryrice.com,"베리라이스는 한국농수산대학 CC 부부가 운영하는 스마트팜 농업회사 법인입니다.
스마트팜에서 재배되는 안전하고 깨끗한 농산물을 생산부터 가공, 유통까지 소비자에게 신선하게 제공하고자 설립하였습니다.


뿐만 아니라, 스마트팜에 대한 교육, 체험, 마케팅 등 6차 산업시대에 걸맞기 위해 베리라이스는 끊임없이 도전하고 있습니다. 현재 베리라이스는 생산, 유통, 수출, 컨설팅, 교육, 체험을 진행하며 6차 산업 기업으로서 성장하고 있습니다. 청년창업농으로써 기존의 것들에 얽매이지 않고 늘 새로움을 추구하는 열정과 스마트한 감각으로 혁신적인 대한민국 농업의 미래를 책임지겠습니다.",마망트루 동결건조 딸기 칩,"동결건조 공법으로 원물의 영양소, 맛, 색감, 향을 그대로 보존하여 일반 건조 대비 월등한 품질
자연의 새콤 단맛, 무가당&무첨가&무색소 제품이며 직접 생상한 딸기 설향 품종 사용으로 당도와 향이 뛰어남
해썹인증, 6차 산업 인증 제품
무첨가+소프트한 식감으로 유아, 키즈, 시니어 모두 안심하고 섭취 가능
필리핀 백화점 판촉행사 진행 및 현지 빽다방 입점 후 판매중, 홍콩 수출 계약 협의중","간식/스낵류 (과자류, 칩, 견과류, 캔디류, 전통간식, 건조간식, 안주류 외)"
